Incident energy ; BROND-3.1 ; ENDF/B-VIII.0 ; JEFF-4.0 ; JENDL-4.0u ; TENDL-2019
Incident energy ;  ;  ;  ;  ; 
Incident energy ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E)
21875.0 ; 4.24557E-4 ; 4.24557E-4 ; 5.478182325581396E-4 ; 5.487214838805675E-4 ; 4.2466693824139395E-4
21895.84759 ; 4.294279977083203E-4 ; 4.294279143179603E-4 ; 5.521542080596903E-4 ; 5.530161163726816E-4 ; 4.27537E-4
21934.39347 ; 4.384341654785598E-4 ; 4.3843392790467975E-4 ; 5.601711534891472E-4 ; 5.60956621183315E-4 ; 4.36697E-4
22000.0 ; 4.53763E-4 ; 4.537625E-4 ; 5.738162945736435E-4 ; 5.744716574744567E-4 ; 4.537962743414309E-4
22016.22 ; 4.5798211396000024E-4 ; 4.5798162044800026E-4 ; 5.771898031007754E-4 ; 5.77813E-4 ; 4.580237533716132E-4
22019.0 ; 4.5870524199999996E-4 ; 4.5870474959999996E-4 ; 5.77768E-4 ; 5.785013885031245E-4 ; 4.5874831512894375E-4
22186.7 ; 5.023270306000002E-4 ; 5.023266052800002E-4 ; 6.16328E-4 ; 6.200275582779487E-4 ; 5.024565909218859E-4
22354.4 ; 5.459488192000004E-4 ; 5.459484609600004E-4 ; 6.5909E-4 ; 6.615537280527731E-4 ; 5.461648667148281E-4
22419.46 ; 5.628720962799998E-4 ; 5.628717640639997E-4 ; 6.775477198568869E-4 ; 6.77664E-4 ; 5.631216969061741E-4
22500.0 ; 5.83822E-4 ; 5.838217E-4 ; 7.00397162790698E-4 ; 7.017892492808252E-4 ; 5.841131371707155E-4
22522.1 ; 5.895948735999997E-4 ; 5.895946045399997E-4 ; 7.06667E-4 ; 7.084091649637926E-4 ; 5.898731425077695E-4
22621.08 ; 6.154500332800004E-4 ; 6.154499027920006E-4 ; 7.377118182866236E-4 ; 7.38058E-4 ; 6.156706686734555E-4
22647.875 ; 6.22449316E-4 ; 6.22449223025E-4 ; 7.46116E-4 ; 7.472512552574143E-4 ; 6.226543493524764E-4
22773.65 ; 6.553037584000003E-4 ; 6.553038415100003E-4 ; 7.88837E-4 ; 7.90404144975697E-4 ; 6.554355561971833E-4
22822.7 ; 6.681164032000003E-4 ; 6.681165549800001E-4 ; 8.071657692307692E-4 ; 8.07233E-4 ; 6.682196404407359E-4
22899.425 ; 6.881582007999997E-4 ; 6.881584599949998E-4 ; 8.35836E-4 ; 8.375763256869354E-4 ; 6.882167630418892E-4
23000.0 ; 7.1443E-4 ; 7.144304E-4 ; 8.76439E-4 ; 8.773518875111597E-4 ; 7.1443E-4
23024.32 ; 7.249616300799998E-4 ; 7.249619619839998E-4 ; 8.870287375515819E-4 ; 8.8697E-4 ; 7.250368266749305E-4
23109.05 ; 7.616534481999997E-4 ; 7.616535428599996E-4 ; 9.23923E-4 ; 9.259579030850113E-4 ; 7.619906270107396E-4
23225.94 ; 8.122719613599994E-4 ; 8.122717287279993E-4 ; 9.800041779765446E-4 ; 9.79744E-4 ; 8.129705599890557E-4
23234.825 ; 8.161195573000003E-4 ; 8.161192997900004E-4 ; 9.84267E-4 ; 9.846195713316714E-4 ; 8.168456280403214E-4
23250.0 ; 8.22691E-4 ; 8.226907E-4 ; 9.922429335615056E-4 ; 9.929467288958915E-4 ; 8.234639913130214E-4
23355.33873 ; 8.756064362732797E-4 ; 8.756063048152478E-4 ; 0.0010476086476922085 ; 0.0010507504984065903 ; 8.69406E-4
23359.0 ; 8.774456239999999E-4 ; 8.774454984E-4 ; 0.001049533 ; 0.001052759590477441 ; 8.720877013287594E-4
23365.62201 ; 8.807720980153595E-4 ; 8.807719830105755E-4 ; 0.0010533306781749555 ; 0.0010563933644914005 ; 8.76938E-4
23375.0 ; 8.85483E-4 ; 8.854829E-4 ; 0.0010587088923346985 ; 0.001061539460067393 ; 8.859197591777143E-4
23444.45 ; 9.519466500000007E-4 ; 9.519466055600006E-4 ; 0.001098538 ; 0.0010996495815062798 ; 9.524354171057152E-4
23454.45 ; 9.615166500000007E-4 ; 9.615166135600007E-4 ; 0.0011048400473066987 ; 0.001105137 ; 9.62012905648264E-4
23500.0 ; 0.001005108 ; 0.001005108 ; 0.0011335458727887101 ; 0.0011354934336980302 ; 0.0010056383659595722
23570.225 ; 0.0010723324261999987 ; 0.0010723324261999987 ; 0.001177802 ; 0.0011822943240700206 ; 0.0010728962792496185
23654.075 ; 0.0011525996834000005 ; 0.0011525996834000005 ; 0.001235352 ; 0.0012381754868708973 ; 0.0011532035206788908
23682.95 ; 0.0011802409124000008 ; 0.0011802409124000008 ; 0.0012567201887298753 ; 0.001257419 ; 0.0011808585188455001
23737.925 ; 0.0012328669405999991 ; 0.0012328669405999991 ; 0.001297403 ; 0.0013024231502560056 ; 0.00123351076210816
23821.775 ; 0.0013131341978000013 ; 0.0013131341978000013 ; 0.001364353 ; 0.0013710652239070514 ; 0.001313818003537432
23905.625 ; 0.001393401455 ; 0.001393401455 ; 0.001436753 ; 0.0014397072975580944 ; 0.0013941252449667012
23911.46 ; 0.0013989871371199991 ; 0.0013989871371199991 ; 0.001442212221824686 ; 0.001444484 ; 0.0013997137095312774
23989.475 ; 0.0014736687121999984 ; 0.0014736687121999984 ; 0.001515203 ; 0.0015241105133479208 ; 0.00147443248639597
24000.0 ; 0.001483744 ; 0.001483744 ; 0.0015258913038163396 ; 0.0015348529225382942 ; 0.0014845127930870037
24073.325 ; 0.0015539359694000006 ; 0.0015539359694000006 ; 0.001600354 ; 0.0016096925571115988 ; 0.0015547397278252422
24115.25 ; 0.0015940695979999998 ; 0.0015940695979999998 ; 0.00164501 ; 0.0016524835789934363 ; 0.0015948933485398769
24139.96 ; 0.0016177237891199991 ; 0.0016177237891199991 ; 0.0016735182968395938 ; 0.001677704 ; 0.0016185593227285135
24199.1 ; 0.0016743368551999987 ; 0.0016743368551999987 ; 0.001741749 ; 0.0017487284174689285 ; 0.0016752005899691458
24254.22 ; 0.001727101687840001 ; 0.001727101687840001 ; 0.001811258705426358 ; 0.001814925 ; 0.001727991706815676
24282.95 ; 0.0017546041124000009 ; 0.0017546041124000009 ; 0.001847489 ; 0.0018548223572866513 ; 0.0017555078313984181
24366.8 ; 0.0018348713695999991 ; 0.0018348713695999991 ; 0.00196324 ; 0.001971264870634571 ; 0.0018358150728276868
